line_number,parent_asin,title,category_depth,category_path,categories_json
23306,B0852WW7W1,Waldeal womens Baseball,5,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Baseball Caps","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Hats & Caps"", ""Baseball Caps""]"
23307,B01LDUTJG6,PUMA Men's Smash Knit Fashion Sneaker,4,"Clothing, Shoes & Jewelry > Men > Shoes > Fashion Sneakers","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Fashion Sneakers""]"
23308,B009QR50SU,Primal Wear Mexico Cycling Jersey Men's Short Sleeve 3XL Limited Edition,5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Jerseys","[""Clothing, Shoes & Jewelry"", ""Sport Specific Clothing"", ""Cycling"", ""Men"", ""Jerseys""]"
23309,B07C6YTT2R,CHMING Women Leather Tassel Keychain Car Keyring Handbag Wallet Accessories,4,"Clothing, Shoes & Jewelry > Women > Accessories > Keyrings, Keychains & Charms","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Keyrings, Keychains & Charms""]"
23310,B00M4IPDRG,BORN - Mens - Tyrell,3,"Clothing, Shoes & Jewelry > Men > Shoes","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes""]"
23311,B07G2RM4T9,"The Beatles Collector Box Set, 10-13",2,"Clothing, Shoes & Jewelry > Men","[""Clothing, Shoes & Jewelry"", ""Men""]"
23312,B07FXB1YNW,"Women's Lace Sports Bra Coverage Seamless Bra Wire Free Lace Sleep Bra Comfort Bra Lace Overlay Bralette (Black1,Skin1,White1, XL)",2,"Clothing, Shoes & Jewelry > Westlake","[""Clothing, Shoes & Jewelry"", ""Westlake""]"
23313,B0921K269X,STS Blue Womens Ellie Skinny High Rise Ankle Jeans,4,"Clothing, Shoes & Jewelry > Women > Clothing > Jeans","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Jeans""]"
23314,B00LPRU9GC,pediped Olivia Grip-N-Go Sandal (Toddler),4,"Clothing, Shoes & Jewelry > Girls > Shoes > Flats","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Shoes"", ""Flats""]"
23315,B085B54L1R,Vincent Van Gogh The Starry Night Painting Slip on Shoes Low-Top Black Cute Sneakers for Womens,3,"Clothing, Shoes & Jewelry > Women > Shoes","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes""]"
23316,B01DRK433Y,Coolr Fascinator Hair Clip Cocktail Headwear Flower Bridal Headpieces,5,"Clothing, Shoes & Jewelry > Women > Accessories > Special Occasion Accessories > Fascinators","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Special Occasion Accessories"", ""Fascinators""]"
23317,B09N6S5VY6,"Levi's Men's 512 Slim Taper Fit Jeans, Pewter-Corduroy, 36W x 32L",4,"Clothing, Shoes & Jewelry > Men > Clothing > Jeans","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Jeans""]"
23318,B0746C8FFG,Lefty Novelty Gift Funny Left Handed T Shirt,7,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Tops & Tees > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Tops & Tees"", ""T-Shirts""]"
23319,B00HUEF3DI,Sperry Billfish Boat Shoe (Toddler/Little Kid/Big Kid),4,"Clothing, Shoes & Jewelry > Boys > Shoes > Athletic","[""Clothing, Shoes & Jewelry"", ""Boys"", ""Shoes"", ""Athletic""]"
23320,B07V63R1P6,YOJEE Women's Sport Bra with Pocket Racerback Sport Bra Yoga Running Gym Bra,7,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Bras > Sports Bras","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Bras"", ""Sports Bras""]"
23321,B00DW2GEZ8,Gordini Women's Luna Mitts,5,"Clothing, Shoes & Jewelry > Women > Accessories > Gloves & Mittens > Mittens","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Gloves & Mittens"", ""Mittens""]"
23322,B0BHP4R2S4,"72 Pairs Thermal Socks Bulk Socks Thick Winter Socks Unisex One Size Socks for Men Women Homeless Care Package, Black",5,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Athletic Socks","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Athletic Socks""]"
23323,B00V7SF0P4,OP SKY Women Sexy Off Shoulder V-Neck A-line Mini Strapless Loose Casual Dress,5,"Clothing, Shoes & Jewelry > Women > Clothing > Dresses > Casual","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Casual""]"
23324,B08XVNZFYY,Nemidor Women's Casual Plus Size Spaghetti Strap Boho Dress Summer Print Beach Sundress with Pockets NEM244,5,"Clothing, Shoes & Jewelry > Women > Clothing > Dresses > Casual","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Casual""]"
23325,B092RN4BJD,Steve Madden Women's Starling Sneaker,4,"Clothing, Shoes & Jewelry > Women > Shoes > Fashion Sneakers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Fashion Sneakers""]"
23326,B0BHHR3QR8,Jean Jacket Women Oversized Distressed Denim Blue washed,5,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Denim Jackets","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Coats, Jackets & Vests"", ""Denim Jackets""]"
23327,B000GGVA1G,Victorinox Swiss Army Men's Officer's 1884 Watch #24727,4,"Clothing, Shoes & Jewelry > Men > Watches > Wrist Watches","[""Clothing, Shoes & Jewelry"", ""Men"", ""Watches"", ""Wrist Watches""]"
23328,B06Y49Z9H3,Nike Air Jordan 1 Retro Low OG Premium Black/Vachetta Tan-White Size 9.5,6,"Clothing, Shoes & Jewelry > Men > Shoes > Athletic > Team Sports > Basketball","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Athletic"", ""Team Sports"", ""Basketball""]"
23329,B08GRW47RF,Frye Men's Lewis Venetian Driving Style Loafer,4,"Clothing, Shoes & Jewelry > Men > Shoes > Loafers & Slip-Ons","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Loafers & Slip-Ons""]"
23330,B017KZKDJK,Nine West Women's Gelabelle Suede Dress Pump,4,"Clothing, Shoes & Jewelry > Women > Shoes > Pumps","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Pumps""]"
23331,B00NGRF1F8,"Women's Basic Rayon Span Open Drape Cardigan Sweater Long Sleeves - Made in USA, Royal, Small",5,"Clothing, Shoes & Jewelry > Women > Clothing > Sweaters > Cardigans","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Sweaters"", ""Cardigans""]"
23332,B08RBVRQZP,Trisom Unisex Balaclava Spyro The Dragon Retro Face Mask Bandana Adjustable Earloop Mouth Face Cover for Adult with 2 Filter Medium,5,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Balaclavas","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Hats & Caps"", ""Balaclavas""]"
23333,B01D890HUW,DLZ Push up bandage pink swimsuit halter bikini set for women (M),6,"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > Bikinis > Sets","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Swimsuits & Cover Ups"", ""Bikinis"", ""Sets""]"
23334,B0B2DNJTVB,Wantdo Women's Recycled Winter Coats Quilted Winter Jacket Warm Puffer Jacket Padded Parka,5,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Down Jackets & Parkas","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Coats, Jackets & Vests"", ""Down Jackets & Parkas""]"
23335,B08NPM1QSC,"HIPRETTYUS Women Shower Sandals, Open Toe House Slippers for Women, Bathroom Beach and Pool Shower Slides Shoes, Non Slip and Quick Drying Black",5,"Clothing, Shoes & Jewelry > Women > Shoes > Sandals > Slides","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Sandals"", ""Slides""]"
23336,B0BQYT52P6,PUMA Women's Sneaker,4,"Clothing, Shoes & Jewelry > Women > Shoes > Fashion Sneakers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Fashion Sneakers""]"
23337,B0B8CXGYLY,WDIRARA Women's Cut Out Mock Neck Long Sleeve Solid Slim Fit Blouse Tee Top,5,"Clothing, Shoes & Jewelry > Women > Clothing > Tops, Tees & Blouses > Blouses & Button-Down Shirts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Blouses & Button-Down Shirts""]"
23338,B083TNKRLZ,"Messic Ladies Tops, Shirts for Juniors Casual Striped T-Shirt Short Sleeve V Neck Summer Blouse for Women Loose Fitted Plus Size Smart Work Clothes Multicolor XXL",5,"Clothing, Shoes & Jewelry > Women > Clothing > Tops, Tees & Blouses > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]"
23339,B074NCV2TY,Doublju Basic Slim Fit Long Sleeve Button Down Collared Shirts for Women with Plus Size White Small,2,"Clothing, Shoes & Jewelry > Westlake","[""Clothing, Shoes & Jewelry"", ""Westlake""]"
23340,B07M6162F9,"Bokeley Watch, Men's Stainless Steel Sport Quartz Hour Wrist Analog Watch (Black)",4,"Clothing, Shoes & Jewelry > Men > Watches > Wrist Watches","[""Clothing, Shoes & Jewelry"", ""Men"", ""Watches"", ""Wrist Watches""]"
23341,B083L67Y6Z,C9 Champion-Girls' Fashion Long Sleeve T-shirt,4,"Clothing, Shoes & Jewelry > Girls > Clothing > Tops, Tees & Blouses","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Clothing"", ""Tops, Tees & Blouses""]"
23342,B0793JMCXB,esrtyeryh Women Costume Womens I Love The 80's Disco T-Shirt Dress with Complete 80s Outfit Accessories,2,"Clothing, Shoes & Jewelry > Women's Halloween Costumes","[""Clothing, Shoes & Jewelry"", ""Women's Halloween Costumes""]"
23343,B09DFYDW64,Flower Girls Lace Half Sleeve Tulle Dress Wedding Party Bowknot Puffy Dress,5,"Clothing, Shoes & Jewelry > Girls > Clothing > Dresses > Special Occasion","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Clothing"", ""Dresses"", ""Special Occasion""]"
23344,B072KWQM4S,find. Men's Marin Chelsea Boots,5,"Clothing, Shoes & Jewelry > Men > Shoes > Boots > Chelsea","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Boots"", ""Chelsea""]"
23345,B006OK7WA6,Geox Celvis11 Sneaker (Toddler/Little Kid/Big Kid),4,"Clothing, Shoes & Jewelry > Boys > Shoes > Sneakers","[""Clothing, Shoes & Jewelry"", ""Boys"", ""Shoes"", ""Sneakers""]"
23346,B008D4RPQW,Underglam Blue Tank with Lace in The Middle,5,"Clothing, Shoes & Jewelry > Women > Clothing > Tops, Tees & Blouses > Tanks & Camis","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Tanks & Camis""]"
23347,B077ZMK1ZT,"SCIEN Women's Casual Leather Loafers Soft Round Toe Driving Moccasins Slip On Flat Shoes, Black 39",4,"Clothing, Shoes & Jewelry > Women > Shoes > Loafers & Slip-Ons","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Loafers & Slip-Ons""]"
23348,B00BEC80GE,Magnificent Baby-Boys Newborn Long Sleeve Kimono Top And Pant Set,6,"Clothing, Shoes & Jewelry > Baby > Baby Boys > Clothing > Clothing Sets > Pant Sets","[""Clothing, Shoes & Jewelry"", ""Baby"", ""Baby Boys"", ""Clothing"", ""Clothing Sets"", ""Pant Sets""]"
23349,B086Q194C5,"vivimodel 3Pc Newborn Infant Baby Girl Summer Clothes Ruffled Sleeve Romper Jumpsuit + Shorts Pants + Headband Solid Color Outfits(Light Green,80(6-12 Months))",6,"Clothing, Shoes & Jewelry > Baby > Baby Girls > Clothing > Clothing Sets > Short Sets","[""Clothing, Shoes & Jewelry"", ""Baby"", ""Baby Girls"", ""Clothing"", ""Clothing Sets"", ""Short Sets""]"
23350,B01NAZ4GBY,"Disguise Jay Deluxe Descendants 2 Costume, Multicolor, X-Large (14-16)",5,"Clothing, Shoes & Jewelry > Costumes & Accessories > Men > Costumes & Cosplay Apparel > Costumes","[""Clothing, Shoes & Jewelry"", ""Costumes & Accessories"", ""Men"", ""Costumes & Cosplay Apparel"", ""Costumes""]"
23351,B00GSQZWFI,Ed Garments 1032 Tropical Leaf Camp Shirt - Black - X-Large,5,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > Casual Button-Down Shirts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""Casual Button-Down Shirts""]"
23352,B0B873K6RP,"Knight Costume Men, Crusader Costume, Medieval Knight Costume Men, Knights Templar Costume, Mens Knight Costume Adult",5,"Clothing, Shoes & Jewelry > Costumes & Accessories > Men > Costumes & Cosplay Apparel > Costumes","[""Clothing, Shoes & Jewelry"", ""Costumes & Accessories"", ""Men"", ""Costumes & Cosplay Apparel"", ""Costumes""]"
23353,B009X4UGLM,Robeez Slammin Sam Mini Sneaker (Infant),5,"Clothing, Shoes & Jewelry > Baby > Baby Boys > Shoes > Sneakers","[""Clothing, Shoes & Jewelry"", ""Baby"", ""Baby Boys"", ""Shoes"", ""Sneakers""]"
23354,B07C9MZ89P,"ZOCAVIA Men's Casual Sneakers Ultra Lightweight Breathable Mesh Sport Walking Running Shoes, Blue, 11.5 D(M) US",4,"Clothing, Shoes & Jewelry > Men > Shoes > Fashion Sneakers","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Fashion Sneakers""]"
23355,B073R97Q2N,science is real BLM love is love Shirt Pride,7,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Tops & Tees > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Tops & Tees"", ""T-Shirts""]"
23356,B07H5QHZ58,"GEMYSE Men's 3 in 1 Waterproof Ski Snow Jacket Fleece Liner Warm Winter Jacket Coat (Yellowish Green,Medium)",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men > Jackets","[""Clothing, Shoes & Jewelry"", ""Sport Specific Clothing"", ""Skiing"", ""Men"", ""Jackets""]"
23357,B0BVYSTQ71,Xaatren 2 Set Workout Set for Women Sport Padded Bra with High Waist Shorts Legging Yoga Outfit Set,6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Sets > Tracksuits","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Sets"", ""Tracksuits""]"
23358,B00GA9CKK8,ECCO Men's Countoured Plain Toe Oxford,4,"Clothing, Shoes & Jewelry > Men > Shoes > Oxfords","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Oxfords""]"
23359,B076BLBVJ3,"Amazon Brand - Buttoned Down Men's Tailored Fit Supima Cotton Button-Collar Dress Casual Shirt, Navy/White Plaid, 18-18.5"" Neck 36-37"" Sleeve (Big and Tall)",2,"Clothing, Shoes & Jewelry > Westlake","[""Clothing, Shoes & Jewelry"", ""Westlake""]"
23360,B0BHWHTRNV,"Vintage Sterling Silver Hoop Earrings, Women Boho Lotus_Earrings Jewelry Ethnic Drop Earrings Enamel Vintage Earrings for Mother's Day, Birthday",5,"Clothing, Shoes & Jewelry > Women > Jewelry > Earrings > Hoop","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Earrings"", ""Hoop""]"
23361,B09ZPGNHM3,CHOWISH Womens Fuzzy Slipper Socks Super Soft Microfiber Fluffy Cozy Winter Warm Fuzzy Crew Socks,5,"Clothing, Shoes & Jewelry > Women > Clothing > Socks & Hosiery > Slipper Socks","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Socks & Hosiery"", ""Slipper Socks""]"
23362,B06XSLP2CV,"Fruit of the Loom Women's Seamless Wire Free Push-Up Bra-Discontinued, Charcoal Heather, 34C",7,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Bras > Everyday Bras","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Bras"", ""Everyday Bras""]"
23363,B07FKJ57RT,"Pyramid Jewelers Mens Iced Out Rapper Mask Hip Hop Pendant 24"" Box, Cuban, Rope, 1 Row CZ Chain Necklace",4,"Clothing, Shoes & Jewelry > Men > Jewelry > Necklaces","[""Clothing, Shoes & Jewelry"", ""Men"", ""Jewelry"", ""Necklaces""]"
23364,B00IMNILU8,kate spade new york Sedgwick Place Lacey Wallet,5,"Clothing, Shoes & Jewelry > Women > Accessories > Wallets, Card Cases & Money Organizers > Wallets","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Wallets, Card Cases & Money Organizers"", ""Wallets""]"
23365,B07MVPFJKH,Fuse Lenses Fuse +Plus Replacement Lenses for Ralph Lauren Polo 3041,5,"Clothing, Shoes & Jewelry > Men > Accessories > Sunglasses & Eyewear Accessories > Replacement Sunglass Lenses","[""Clothing, Shoes & Jewelry"", ""Men"", ""Accessories"", ""Sunglasses & Eyewear Accessories"", ""Replacement Sunglass Lenses""]"
23366,B07H7TDPZY,"'You're My Lobster'' Friends TV Show Quote Mantra Inspirational Friendship Love Cuff Bracelet Band, Jewelry Gifts for Best Friends, Girlfriend, Wife, BFF Besties",5,"Clothing, Shoes & Jewelry > Women > Jewelry > Bracelets > Cuff","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Bracelets"", ""Cuff""]"
23367,B07KZJMLMX,"Columbia Women Morning Light III Omni-Heat Vest (XL, Plum)",5,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Vests","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Coats, Jackets & Vests"", ""Vests""]"
23368,B01KYOY82C,Taos Footwear Women's Zen Sandal,5,"Clothing, Shoes & Jewelry > Women > Shoes > Athletic > Sport Sandals & Slides","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Athletic"", ""Sport Sandals & Slides""]"
23369,B07583JR1F,"Wool Trilby Hat Felt Fedora Hats Men Women Dress Wide Brim Gangster Wonderful (M,Gray)",5,"Clothing, Shoes & Jewelry > Men > Accessories > Hats & Caps > Fedoras","[""Clothing, Shoes & Jewelry"", ""Men"", ""Accessories"", ""Hats & Caps"", ""Fedoras""]"
23370,B06W57BG7K,"Alexander Del Rossa Women's Warm Flannel Pajama Set, Long Button Down Cotton Pjs, Large Colorful Elephants with Cream Piping (A0509R72LG)",6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Sleep & Lounge > Sets","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Sleep & Lounge"", ""Sets""]"
23371,B08DHTJ3DR,Drecage Women's Winter Snow Boots with Warm Fur Lining Waterproof Ankle Boots Outdoor Anti Slip Shoes A Black,5,"Clothing, Shoes & Jewelry > Women > Shoes > Boots > Ankle & Bootie","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Boots"", ""Ankle & Bootie""]"
23372,B00XQAXLCA,Levi's Women's Stan Buck Stars Walking Shoe,5,"Clothing, Shoes & Jewelry > Women > Shoes > Athletic > Walking","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Athletic"", ""Walking""]"
23373,B07413D37B,Obey Gravity Its The Law Shirt Funny Science Physics T-Shirt,7,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Tops & Tees > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Tops & Tees"", ""T-Shirts""]"
23374,B07S4LKXG9,PIKOLINOS Womens Alcudia 816-0657 Sandal Shoes,4,"Clothing, Shoes & Jewelry > Women > Shoes > Sandals","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Sandals""]"
23375,B0C2PQD1CN,"18K Gold Black Pearl Stud Earrings for Women, Genuine Tahitian Cultured Pearl Jewelry Gifts for Mom Wife Girlfriend 8-9/9-10/10-11mm",5,"Clothing, Shoes & Jewelry > Women > Jewelry > Earrings > Stud","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Earrings"", ""Stud""]"
23376,B00DYQ50JI,GULL-WING German Silver La Sarthe 320SB-S-SBL Automatic Skeleton Dial Watch with Silicone Strap,4,"Clothing, Shoes & Jewelry > Men > Watches > Wrist Watches","[""Clothing, Shoes & Jewelry"", ""Men"", ""Watches"", ""Wrist Watches""]"
23377,B09LTSZJTM,Bruno Marc Men's Slip-on Stretch Loafers Casual Lightweight Comfortable Shoes,4,"Clothing, Shoes & Jewelry > Men > Shoes > Loafers & Slip-Ons","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Loafers & Slip-Ons""]"
23378,B008LKGMLW,"Tri-mountain Womens 100% Polyester fleece color blocking fully placket jacket, 7283 - NAVY_3XL",6,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Active & Performance > Fleece","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Coats, Jackets & Vests"", ""Active & Performance"", ""Fleece""]"
23379,B00RLVATEI,Harley-Davidson Men's Maxwell 9.75-Inch Black Motorcycle Boots D96072,5,"Clothing, Shoes & Jewelry > Boot Shop > Men > Fashion > Motorcycle","[""Clothing, Shoes & Jewelry"", ""Boot Shop"", ""Men"", ""Fashion"", ""Motorcycle""]"
23380,B0BGS5QK3D,Suprenx Tummy Control Shapewear Shorts for Women High Waisted Thigh Slimmer Butt Lifter Panties Underwear,7,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Lingerie > Shapewear > Control Panties","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Lingerie"", ""Shapewear"", ""Control Panties""]"
23381,B00U0LQG0M,Bauer Boys Youth NG Core Long Sleeve Crew Base Layer Top,5,"Clothing, Shoes & Jewelry > Boys > Clothing > Active > Active Base Layers","[""Clothing, Shoes & Jewelry"", ""Boys"", ""Clothing"", ""Active"", ""Active Base Layers""]"
23382,B074N49KZP,Sunlen Women's Deep V Sequin Floral Strap Bandage Dress White SL14379,5,"Clothing, Shoes & Jewelry > Women > Clothing > Dresses > Club & Night Out","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Club & Night Out""]"
23383,B088RL8X3S,"Baby Boy Girl Letter Clothes Summer Short Sleeve Tops Denim Pants Shredded Jeans Outfit (Blue, 2T/3T)",2,"Clothing, Shoes & Jewelry > Westlake","[""Clothing, Shoes & Jewelry"", ""Westlake""]"
23384,B007QSBF1C,Melissa Women's Devotion Wedge Bootie,4,"Clothing, Shoes & Jewelry > Boot Shop > Women > Fashion","[""Clothing, Shoes & Jewelry"", ""Boot Shop"", ""Women"", ""Fashion""]"
23385,B07NRY3JRN,"Core 10 Women's Studiotech Cropped Flare Yoga Pant - 24""",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga > Women > Leggings","[""Clothing, Shoes & Jewelry"", ""Sport Specific Clothing"", ""Yoga"", ""Women"", ""Leggings""]"
